acc,bases,bytes,cohort_sam,collection_date_sam,cohort,timepoint,sampling_time,cohort2,med_used,crate_before_start_of_the_trial_sam,cross_breed_sam,dna_plate_sam,dna_well_sam,dysentery_sam,env_biome_sam,env_feature_sam,env_material_sam,host_body_habitat_sam,host_diet_sam,host_last_meal_sam,host_life_stage_sam,host_sam,host_sex_sam,host_weight_sam,isolation_source_sam_ss_dpl262,lat_lon_sam,line_sam,nursing_dam_sam,pigpen_sam,sample_storage_temperature_sam,start_of_treatment_sam,stigdam__female_parent__sam,stigsire__male_parent__sam,tattoo_sam,primary_search
SRR8960329,2819748028,901458180,['Neomycin+D-scour'],['2017-02-03'],neomycin,3,week 1,2d after_start_treat,neomycin,A26,Duroc x Large white,plate_6,C12,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29667'],['34.1273 S 150.7387 E'],326,315286,4E,-80C,42767,315286,BR06957,29667,11097866
SRR8960330,5001259524,1600655998,['Neomycin+D-scour'],['2017-02-03'],neomycin,3,week 1,2d after_start_treat,neomycin,B22,Duroc x Large white,plate_5,C11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29951'],['34.1273 S 150.7387 E'],326,32810,4D,-80C,42767,315132,BR07264,29951,11097863
SRR8960331,4805332796,1556953408,['Neomycin+D-scour'],['2017-02-03'],neomycin,3,week 1,2d after_start_treat,neomycin,A31,Duroc x Large white,plate_3,F8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29934'],['34.1273 S 150.7387 E'],326,B11614,4E,-80C,42767,B11614,BR06957,29934,11097864
SRR8960332,3283185148,1052376226,['Neomycin+D-scour'],['2017-02-03'],neomycin,3,week 1,2d after_start_treat,neomycin,A25,Duroc x Large white,plate_3,C6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29652'],['34.1273 S 150.7387 E'],326,316703,4D,-80C,42767,316703,BR04050,29652,11097861
SRR8960333,5033124450,1624961201,['Neomycin+D-scour'],['2017-02-03'],neomycin,3,week 1,2d after_start_treat,neomycin,B31,Duroc x Landrace,plate_6,F6,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14320'],['34.1273 S 150.7387 E'],316,21560,4D,-80C,42767,21560,BR06957,14320,11097862
SRR8960338,4872386158,1567056793,['Neomycin+D-scour'],['2017-02-03'],neomycin,3,week 1,2d after_start_treat,neomycin,A31,Duroc x Large white,plate_3,F11,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29931'],['34.1273 S 150.7387 E'],326,B11614,4F,-80C,42767,B11614,BR06957,29931,11097867
SRR8960339,15594921526,6407635505,['Neomycin+D-scour'],['2017-02-03'],neomycin,3,week 1,2d after_start_treat,neomycin,B22,Duroc x Large white,plate_6,E1,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['29961'],['34.1273 S 150.7387 E'],326,32810,4F,-80C,42767,32810,BR07264,29961,11097868
SRR8960082,4293047780,1381724925,['Control'],['2017-02-06'],control,4,week 1,5d after_start_treat,control,B2,Duroc x Landrace,plate_10,C3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14182'],['34.1273 S 150.7387 E'],316,210747,1D,-80C,42767,210747,BR06957,14182,11097879
SRR11125084,1638771592,488959819,['Control'],['2017-02-06'],control,4,week 1,5d after_start_treat,control,B27,Duroc x Landrace,plate_10,E3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14271'],['34.1273 S 150.7387 E'],316,210080,1D,-80C,42767,210080,BR06957,14271,11097881
SRR11125086,1157290576,345519025,['Control'],['2017-02-06'],control,4,week 1,5d after_start_treat,control,B2,Duroc x Landrace,plate_10,C3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14182'],['34.1273 S 150.7387 E'],316,210747,1D,-80C,42767,210747,BR06957,14182,11097879
SRR11125089,1251995662,395023208,['Control'],['2017-02-06'],control,4,week 1,5d after_start_treat,control,B27,Duroc x Landrace,plate_10,F8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14277'],['34.1273 S 150.7387 E'],316,210080,1C,-80C,42767,210080,BR06957,14277,11097877
SRR11126350,1551246858,474717978,['Control'],['2017-02-06'],control,4,week 1,5d after_start_treat,control,B27,Duroc x Landrace,plate_10,E3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14271'],['34.1273 S 150.7387 E'],316,210080,1D,-80C,42767,210080,BR06957,14271,11097881
SRR11126352,1108962120,339994705,['Control'],['2017-02-06'],control,4,week 1,5d after_start_treat,control,B2,Duroc x Landrace,plate_10,C3,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14182'],['34.1273 S 150.7387 E'],316,210747,1D,-80C,42767,210747,BR06957,14182,11097879
SRR11126355,1172702240,377702852,['Control'],['2017-02-06'],control,4,week 1,5d after_start_treat,control,B27,Duroc x Landrace,plate_10,F8,0,['Host- gut'],['Faecal'],['Faecal'],Intestinal Tract,['Commercial pellets'],Commercial pellets,Weaner,['Porcine'],['male'],not available,['14277'],['34.1273 S 150.7387 E'],316,210080,1C,-80C,42767,210080,BR06957,14277,11097877
